,cluster,pvals_adj,logfoldchanges,names,sample
2550,6,3.33420337769538e-32,15.053631,SEMA3F_PLXNA1,H1
2551,6,5.476811768104747e-32,6.7547526,HMGB1_AGER,H1
2552,6,5.476811768104747e-32,8.516124,FN1_SDC2,H1
2553,6,6.626331489654896e-32,15.754522,LAMA5_SDC1,H1
2554,6,7.011414576907172e-32,29.661558,PSAP_AR,H1
2556,6,2.105644784904763e-31,15.920598,COL1A1_ITGAV,H1
2557,6,2.578871719591653e-31,27.337408,TNC_SDC1,H1
2558,6,3.794673602061809e-31,9.309446,CALM2_EGFR,H1
2563,6,1.4413759248633766e-30,17.701729,CALR_ITGAV,H1
2564,6,1.920418623775212e-30,9.554191,THBS1_SDC4,H1
2565,6,2.2638016127278893e-30,6.752151,LRIG1_EGFR,H1
2566,6,2.4743171327422216e-30,5.8609,VEGFA_EGFR,H1
2567,6,3.373881000136252e-30,8.881009,PTHLH_RAMP3,H1
2568,6,3.632971868520182e-30,10.111131,JAG2_NOTCH2,H1
2570,6,8.032200725243701e-30,7.2581573,CALM1_EGFR,H1
2572,6,2.1676443189388762e-29,10.901782,APP_NGFR,H1
2573,6,2.3995620603028315e-29,14.955926,TGFA_ERBB2,H1
2574,6,2.873442342886262e-29,10.147812,APP_LRP6,H1
2577,6,4.9480898716703314e-29,15.488005,PTMA_VIPR1,H1
2579,6,5.448731678216645e-29,6.879758,LAMA5_ITGB4,H1
2580,6,5.574922412564169e-29,8.300575,EFNA1_EPHB6,H1
2581,6,6.282249818723601e-29,9.2116,CDH1_LRP5,H1
2582,6,8.012284600014368e-29,24.215612,TGFB1_ITGB6,H1
2583,6,1.0355326974172719e-28,10.354342,SEMA4D_PLXNB1,H1
2584,6,1.4194322222657022e-28,6.4392424,PDGFB_ITGAV,H1
2585,6,1.5550987447797823e-28,9.082437,FBN1_ITGAV,H1
2586,6,1.7193219596657887e-28,8.299443,CALM3_EGFR,H1
2587,6,1.7194313132112833e-28,11.569914,GNAI2_F2R,H1
2588,6,2.0639159863980927e-28,5.7090793,LTB_LTBR,H1
2589,6,4.736339138005666e-28,20.923456,HLA-B_CANX,H1
2591,6,5.602908984395717e-28,6.1604724,RTN4_NGFR,H1
2592,6,6.362615480042757e-28,5.7007866,LTA_TNFRSF1A,H1
2593,6,1.0123760960827608e-27,6.3180766,COL4A2_ITGB5,H1
2597,6,2.366035537659033e-27,6.6726656,VEGFA_GPC1,H1
2599,6,1.118326534594767e-26,9.88189,FN1_ITGB7,H1
2600,6,2.278563771446253e-26,18.55785,SEMA4D_ERBB2,H1
2602,6,3.8672900336945074e-26,10.487339,ADAM10_CD44,H1
2603,6,1.0531831891146705e-25,11.7275305,NID1_PTPRF,H1
2605,6,1.475372088597502e-25,7.332934,NID1_ITGAV,H1
2607,6,2.378554453488672e-25,9.1808,COL4A1_ITGAV,H1
2610,6,5.484359947130072e-25,11.453452,GNAS_VIPR1,H1
2612,6,1.1482641735614096e-24,8.784559,ADAM10_AXL,H1
2613,6,1.1537762701339999e-24,7.4121346,VCAM1_ITGB2,H1
2614,6,1.78499145897035e-24,5.414456,PDAP1_PDGFRB,H1
2617,6,2.925249873658819e-24,12.312299,FN1_CD44,H1
2619,6,1.0139605414948569e-23,7.544106,MMP7_SDC1,H1
2623,6,3.1784989917648487e-23,5.6291804,HRAS_INSR,H1
2624,6,3.9819210488327025e-23,5.4262304,TNF_TNFRSF1A,H1
2629,6,8.97927963862541e-22,5.9670568,CEL_CXCR4,H1
2630,6,1.787999006527832e-21,7.9588842,APP_GPC1,H1
2632,6,2.2919313841472863e-21,7.6837654,MFGE8_ITGAV,H1
2634,6,3.726577511103921e-21,7.8905087,GNAI2_EGFR,H1
2637,6,1.5021322234968942e-20,7.3784714,SEMA4D_PLXNB2,H1
2640,6,5.216328629212838e-20,6.909786,TNC_ITGA5,H1
2641,6,1.7160269063132453e-19,6.3710656,B2M_KLRD1,H1
2647,6,2.6556860190467065e-17,5.4466395,HSPG2_FGFR1,H1
2648,6,5.046554333297485e-17,6.0440493,GRN_EGFR,H1
2649,6,6.929460340762401e-17,6.9145236,GSTP1_EGFR,H1
2655,6,1.5625071581281999e-15,5.0540915,CCL5_SDC4,H1
2657,6,8.903453002337606e-15,7.344116,COL1A2_CD44,H1
2659,6,1.437922938359106e-14,6.457947,HLA-B_KLRD1,H1
2669,6,2.090093702353463e-09,6.067543,FN1_ITGA5,H1
2670,6,3.2584196025968048e-09,5.2389307,APOE_LRP6,H1
